112816 263397473.1530
95270 52785 39.5490
74105 44814 39.5510
53371 63704 39.5530
8579 32400 39.6540
16762 103495 39.6730
125825 66953 39.6820
98880 87073 39.7440
105751 46467 39.7760
13254 41631 39.7860
39191 76349 39.8070
107132 55212 39.8550
55396 59105 39.8790
124277 97790 39.8890
110909 71132 39.9430
78020 106800 40.1020
118078 95244 40.1100
58392 121312 40.1240
104280 79580 40.1750
102433 109613 40.1920
71022 119751 40.2290
24404 78425 40.2430
12379 93104 40.2450
111908 127981 40.2770
19101 48430 40.3480
118528 114949 40.3940
37955 95608 40.4360
6005 102548 40.4540
84654 124092 40.4800
94351 113492 40.5270
73670 98706 40.5580
104098 11363 40.5950
85038 87070 40.5960
107490 110599 40.6060
65347 69077 40.6340
127515 56519 40.6380
128716 106972 40.6850
84834 65312 40.7090
9092 5867 40.7590
64069 3078 40.7690
99321 102783 40.7790
70968 17847 40.7810
31514 114324 40.8140
18752 64055 40.8330
56703 11178 40.8460
28838 28209 40.8530
33204 81750 40.8640
94187 17765 40.9220
239 44440 41.0290
2374 83935 41.0310
109715 1892 41.0370
104670 81281 41.1200
77448 118523 41.1250
25654 113250 41.1430
50717 19377 41.1750
56418 118708 41.3480
65688 55266 41.3650
64805 91279 41.4230
75887 52788 41.4240
49516 80560 41.4390
114964 84411 41.4650
114596 103332 41.4910
24187 34646 41.4920
125240 22551 41.5330
116901 24170 41.5400
114836 92755 41.6400
118381 55009 41.6520
3263 37831 41.6620
45399 101183 41.8040
109546 32347 41.8050
112413 50028 41.8070
114018 7350 41.8130
108475 51075 41.8130
26505 120833 41.8570
59207 69800 41.8750
33753 95015 41.9340
60491 121091 42.0040
41895 70517 42.0570
72218 57854 42.0740
31664 110445 42.0750
84127 101652 42.1310
6210 90163 42.1710
112113 15477 42.2150
14192 29504 42.2510
18518 93922 42.2580
11590 51753 42.3340
30396 79357 42.3750
32045 80530 42.4470
37458 91470 42.4470
104679 114834 42.4710
21260 18487 42.5260
54835 11295 42.5540
29525 94461 42.5660
25235 102120 42.6380
123254 116273 42.6450
8703 32022 42.6580
6409 115864 42.6950
111203 22555 42.7180
49700 24104 42.7450
33771 80467 42.7660
43301 33048 42.7670
118312 90533 42.7720
88223 50353 42.7950
38980 125042 42.8240
35687 7104 42.8390
121104 112711 42.8550
96191 65727 42.8730
41078 30763 42.8740
88685 84273 42.8830
16007 81697 42.8980
106034 71438 42.9090
107117 43690 42.9410
76243 20253 42.9740
22403 77678 43.0410
6712 106019 43.0500
11195 96047 43.1010
96786 82537 43.1760
83867 82091 43.2330
95823 35959 43.2580
3433 125740 43.3580
81429 88484 43.4030
126845 117006 43.4120
79552 53312 43.4630
58648 46809 43.4880
118123 41513 43.5300
52879 97806 43.5390
2183 128441 43.5560
7482 100875 43.6180
106142 111736 43.6530
20936 120345 43.6540
3256 33072 43.7250
69124 92204 43.7560
64648 58850 43.7870
96352 23608 43.8970
42435 73937 43.9140
113700 118668 43.9150
110782 22926 43.9460
52733 21136 43.9960
79199 87840 44.0240
57978 104625 44.0480
50865 48639 44.0790
108096 13830 44.1510
1290 16537 44.1850
77368 6967 44.2090
45519 25796 44.2260
1376 26194 44.2290
46160 92056 44.2290
111059 9870 44.2990
57834 26579 44.3060
89577 12888 44.3280
100395 43990 44.4000
118331 15525 44.4160
14391 57005 44.4320
88979 25955 44.4350
68630 18762 44.4660
22143 28931 44.5090
922 128327 44.5200
98283 93124 44.5380
64510 69996 44.6110
106691 82741 44.6470
39046 42006 44.6850
24155 108437 44.7780
13085 31964 44.7840
21193 33425 44.7980
63278 57302 44.8370
40770 18722 44.9010
46913 78738 44.9570
66368 81808 44.9650
45675 1874 45.0140
37289 45612 45.0180
47333 45177 45.0420
968 53574 45.0470
15532 22269 45.0470
79291 39570 45.0490
23132 23842 45.1240
73707 107307 45.1330
4568 117964 45.1540
81584 31472 45.1570
83840 113194 45.1570
2001 125202 45.1600
110330 105940 45.1640
30554 97532 45.1750
103282 23061 45.3080
113192 6182 45.3110
54245 38710 45.3200
54038 2405 45.3230
101574 32877 45.3370
67315 72063 45.3790
29017 78989 45.3980
82066 112705 45.4410
48102 62327 45.4590
61508 43853 45.4680
119344 79507 45.4790
90361 20391 45.5500
15306 39766 45.5810
10621 86189 45.6070
38346 119070 45.6230
61585 120362 45.6550
111809 20965 45.6750
3113 98570 45.7110
34867 36047 45.7370
14594 18483 45.8520
32825 72039 45.9370
46948 7679 45.9430
39434 93248 45.9660
47015 115525 46.0320
107648 101298 46.1110
118977 59881 46.1780
56734 60858 46.1880
29787 7055 46.2340
5905 127734 46.2580
71439 113872 46.3140
93573 37719 46.3460
34776 126290 46.4200
42531 6359 46.4450
111909 61738 46.4830
113535 1682 46.4970
125515 83752 46.4980
64677 117208 46.5370
95574 55744 46.5670
41481 55892 46.7120
13543 120220 46.7180
101367 118648 46.7250
114799 82477 46.7270
115496 19050 46.7540
6974 97510 46.7710
111330 24028 46.7800
92981 88863 46.7850
103581 115677 46.8040
18941 10191 46.9270
64405 103865 46.9500
50456 87183 47.0000
124697 14310 47.0600
125091 89261 47.0630
32977 54933 47.1270
90230 113757 47.2120
10391 308 47.2590
53422 26162 47.3550
85728 54056 47.3720
10103 5981 47.3960
35044 110554 47.4040
49650 53853 47.4240
124599 70535 47.4280
102335 107746 47.4420
31293 127134 47.4460
50875 60584 47.4490
9120 9365 47.4640
127556 45151 47.4830
85039 83515 47.5080
40162 21256 47.5100
13884 23264 47.5140
129120 86379 47.5340
28440 114679 47.5600
13432 75660 47.5720
114150 4779 47.5910
95288 87816 47.6220
9346 12218 47.6600
63943 5362 47.7130
116371 98693 47.7170
31504 38589 47.7570
9074 47174 47.7590
121109 41095 47.7920
78183 95466 47.8650
91271 78176 47.8660
2844 69359 48.0360
19361 1589 48.0460
96324 82374 48.0800
3451 43880 48.1130
87648 42959 48.1230
34705 1888 48.1740
26501 114324 48.1770
126641 87523 48.1960
106425 1069 48.2090
102915 40232 48.2520
20238 62337 48.2820
79633 47835 48.3320
119508 103822 48.3730
122057 95791 48.3830
53334 92973 48.4840
63689 114804 48.5030
90248 96682 48.5270
26693 87335 48.5280
60339 99433 48.5380
72084 7183 48.5710
114320 101957 48.6510
54096 81795 48.6730
105439 22232 48.6910
32627 110540 48.7070
7932 27995 48.7600
110189 45575 48.7880
77457 96867 48.7900
73673 37440 48.8190
58000 70356 48.8430
89371 11205 48.8580
18389 58086 48.9190
90624 71037 48.9200
96202 125844 48.9390
4176 114234 49.0320
110509 34247 49.0360
46713 97314 49.0440
95921 126096 49.0640
91139 128346 49.0910
83233 71431 49.1680
28872 98081 49.1790
66326 14362 49.2030
122401 17608 49.2350
50126 66164 49.2570
127006 110361 49.2900
56320 48335 49.2910
107796 32984 49.4510
41533 17216 49.4560
117735 125141 49.4740
73267 40019 49.5430
66291 77543 49.5450
118369 61126 49.5740
38769 38639 49.5790
106074 5687 49.6050
29099 17160 49.6740
9116 110080 49.6950
128552 6344 49.7170
47708 17501 49.7180
107581 102687 49.7190
32788 16890 49.7480
15785 60719 49.7520
78337 29921 49.8500
74788 106159 49.9590
41134 77144 49.9640
75472 105518 49.9780
54332 89325 49.9850
93703 17207 50.0770
17811 104094 50.1500
3203 47180 50.2030
57256 7090 50.2310
19311 20256 50.2360
68124 21991 50.2500
109537 32318 50.2720
58755 28811 50.2740
8892 61828 50.3400
53939 51461 50.3400
15268 58674 50.3890
98932 52424 50.4480
19883 76150 50.4840
81691 58736 50.5300
29151 120668 50.5700
127415 68345 50.5760
97654 121004 50.5960
71770 1667 50.6830
10158 17880 50.6860
97494 128298 50.6890
24100 10656 50.7210
34557 76686 50.7320
56503 21898 50.7790
87453 95409 50.8320
49321 48072 50.9080
48342 56655 50.9330
33825 93409 51.0010
41579 23522 51.0230
58012 106658 51.0330
1049 128326 51.0760
8534 51921 51.0850
107558 38458 51.0870
114526 49354 51.0880
45596 117295 51.0940
92169 125654 51.1540
94126 9187 51.1830
72955 90255 51.2130
119401 77304 51.2400
47800 17514 51.2630
21121 88758 51.3200
1101 121317 51.3340
61479 48976 51.3770
42608 65815 51.3910
55630 97396 51.3930
81281 82634 51.3970
117650 12893 51.4160
86080 62381 51.4270
25295 85514 51.4310
47408 56724 51.4350
23824 110617 51.4490
86677 54018 51.4810
9757 108237 51.4940
32904 79183 51.5610
105150 99074 51.5650
12997 103378 51.5810
56088 91687 51.6440
42732 44404 51.6670
35281 31606 51.7570
49194 10921 51.7720
59212 32834 51.8040
79141 8633 51.8250
83776 48953 51.9160
81180 62929 51.9900
45083 107909 52.0370
71539 43903 52.0990
99797 19898 52.1020
15144 76587 52.1310
94770 79588 52.1790
100583 118212 52.2000
49527 25385 52.2090
33164 104702 52.2910
122456 105146 52.3230
45433 54 52.3330
38208 97143 52.4280
42484 48789 52.4760
97298 46112 52.5100
128643 33598 52.5180
84529 49160 52.5640
38491 49687 52.5820
47356 75954 52.5950
47495 30216 52.5970
95452 110776 52.6010
102727 51298 52.6130
35838 109037 52.6940
116472 70548 52.7100
5618 22859 52.7130
21924 122919 52.7710
86847 28389 52.7980
23680 71388 52.8480
16068 98025 52.8770
124211 2092 52.8950
73251 9313 52.8990
112713 62690 52.9190
52482 69555 52.9400
7599 24399 53.0030
86225 69199 53.0230
71820 37111 53.0770
29398 1831 53.0920
46211 112823 53.1330
5855 65989 53.1380
3750 122155 53.2580
50868 48917 53.3010
15917 121955 53.3060
34016 62007 53.3350
83911 66566 53.3390
58649 121456 53.3720
50966 20674 53.3980
89723 20363 53.4500
127649 60310 53.4530
126482 118545 53.5820
2878 107178 53.5970
103095 66320 53.6330
65803 17258 53.6780
93576 6861 53.7320
8133 107835 53.7750
65535 91244 53.7760
83906 64612 53.7790
114643 119664 53.8810
95776 113638 53.8990
90910 31037 53.9860
11403 125893 53.9910
125947 63366 54.0000
12076 47299 54.0160
90235 125036 54.0350
42952 25209 54.0790
4550 44682 54.0860
128581 78910 54.1270
89909 102969 54.1360
85107 77295 54.1490
98547 85552 54.1520
72337 18478 54.1550
15936 125724 54.1650
31281 96735 54.1650
113195 31679 54.1870
75108 112690 54.3020
80190 13291 54.3650
41425 74275 54.3650
6764 25584 54.3770
1852 48072 54.4030
90229 107662 54.4090
11229 82383 54.4250
38780 105665 54.5250
119623 98934 54.5890
89151 28958 54.6090
74020 86566 54.6200
50344 21605 54.6710
27801 2557 54.7730
73308 52063 54.7950
21192 113932 54.8260
60550 128862 54.8490
21819 125489 54.8670
46222 21785 54.8710
95974 83621 54.8750
23411 107465 54.8810
6557 18156 54.9100
107620 43326 54.9330
6947 115833 54.9930
82717 34161 55.1380
113137 27816 55.1680
72911 79180 55.1730
40823 116947 55.2070
58666 47969 55.2440
101763 51910 55.2560
103355 76049 55.2700
78352 82806 55.2790
96285 17233 55.3860
76226 39437 55.3930
37003 35913 55.3960
104860 56078 55.3990
47991 128223 55.4550
65113 114793 55.4820
122362 87273 55.4880
8193 128785 55.4940
120588 24257 55.5960
111836 49509 55.7400
76739 24724 55.8070
25979 100557 55.8070
4011 67989 55.8410
11394 127929 55.8760
13405 34906 55.8810
103421 95936 55.8830
98673 75206 56.0280
85761 30371 56.1220
118811 52628 56.1220
69062 46752 56.1620
9014 109835 56.2240
125581 113261 56.2370
35654 65225 56.2690
84417 69594 56.2810
94704 38578 56.3310
3612 26678 56.3700
59746 46310 56.3770
125283 61222 56.4040
107931 17881 56.4710
59720 111164 56.4840
52943 118843 56.4980
26059 92795 56.5010
3460 59737 56.5960
89391 37274 56.6130
20287 404 56.6760
21819 107358 56.7140
99205 84533 56.7140
72064 107116 56.7280
99402 51192 56.7510
13260 20810 56.7690
113267 49391 56.7860
3008 81239 56.7880
30616 54143 56.9020
14063 34935 56.9640
36553 23916 57.0400
103476 58292 57.0470
64571 79464 57.0600
28587 86420 57.0760
51775 48331 57.0770
47224 81746 57.0930
95079 1336 57.1550
92512 366 57.2410
8648 27129 57.2570
71008 68418 57.3630
24850 84966 57.4140
37618 122527 57.4150
80746 63351 57.4690
106823 109876 57.4900
3115 28247 57.5450
115000 113291 57.5660
6061 78169 57.5670
29429 16309 57.5870
85725 23092 57.5940
51466 22444 57.6280
20911 40660 57.6320
8711 95610 57.6350
111790 89343 57.6770
122810 40835 57.7110
17577 60952 57.7150
101181 106127 57.7380
52902 94649 57.7550
115405 1251 57.7770
95342 30363 57.8020
76550 114372 57.8490
78964 93770 57.8570
106400 107502 57.9550
63445 29450 57.9720
101817 91001 58.0230
57233 87005 58.0740
71359 87339 58.0880
24608 91973 58.1000
97383 20627 58.1250
67340 36328 58.1450
34385 15734 58.1560
62397 61515 58.1740
86503 87614 58.1750
40293 108676 58.2010
117281 70449 58.2200
27870 72074 58.2240
113665 19065 58.2250
105715 87130 58.2440
113070 66699 58.2530
78016 14504 58.2620
28513 26788 58.3380
24637 24591 58.3390
54954 18271 58.3730
17744 115941 58.3860
19149 16569 58.4140
84087 37609 58.4540
41501 25831 58.4750
67604 70196 58.4970
4537 80846 58.5010
26430 77554 58.5040
67682 53621 58.5590
109832 95764 58.5950
102573 98798 58.6280
11845 19429 58.6800
8652 16430 58.6960
82249 122954 58.6960
16113 92995 58.8160
32024 6022 58.8410
31575 111360 58.8590
33507 66908 58.8660
88925 105730 59.0270
22718 79916 59.0660
110553 127684 59.0710
65027 127028 59.1050
7354 41322 59.1190
37638 57417 59.1490
99082 15853 59.2370
121067 62457 59.3740
95063 116710 59.4030
88403 22506 59.4110
65610 86333 59.4310
122367 124692 59.4530
22834 73705 59.5010
85569 25892 59.5690
28440 4858 59.5850
58390 26873 59.6010
124558 107470 59.6510
55950 85210 59.6660
107913 14363 59.7150
121162 27816 59.7280
86466 25926 59.7830
44785 79143 59.8570
66227 6811 59.8700
90598 96164 59.8700
78283 74225 59.9370
117300 36762 59.9510
52307 78959 59.9720
124502 51364 59.9740
72552 96324 60.0110
12931 49989 60.0190
100667 54136 60.0320
90705 112608 60.0460
71900 17883 60.0550
61462 45612 60.1500
116048 113958 60.1560
30632 18011 60.1750
5842 82038 60.2490
23430 41191 60.2880
101212 110160 60.3220
64373 3355 60.3400
41839 61631 60.3590
108614 17334 60.3770
94176 15534 60.4640
96973 75349 60.4740
13132 118328 60.5140
116183 61006 60.5230
90146 36637 60.5360
81468 79405 60.5470
64426 86200 60.5490
71462 58818 60.5590
3493 99452 60.6020
63276 58476 60.6290
5537 99998 60.6710
57761 71388 60.6770
115695 37542 60.6940
95497 101692 60.7290
34905 124340 60.7510
84572 8610 60.8070
125406 51992 60.8250
117504 61750 60.8500
9466 86225 60.8900
122637 123929 60.9400
80355 58047 60.9800
27816 71667 60.9990
78183 28417 61.0610
25068 116523 61.0860
53808 52765 61.1050
16131 79655 61.1150
47612 112239 61.1380
114585 71985 61.1770
9386 23550 61.1860
14708 72217 61.2390
117933 11932 61.2420
7114 5230 61.2950
69732 68095 61.4080
90949 19385 61.5780
13380 10840 61.6450
89027 23236 61.6520
65780 96621 61.6920
84499 51263 61.7400
125348 90054 61.8040
103436 17859 61.8050
13677 71578 61.8280
80944 22814 61.8350
105343 114893 61.8620
29976 83934 61.8690
26003 108986 61.8860
1892 24995 61.9900
105786 106400 61.9900
70071 96523 62.0100
118838 23046 62.0920
25157 121714 62.1490
1548 13636 62.1900
44062 98039 62.2100
65326 83806 62.2430
42235 90159 62.2810
37562 109627 62.2890
82798 42605 62.3480
24870 14574 62.3880
94931 75337 62.4030
71736 61243 62.4110
62942 26277 62.4500
86377 115933 62.4530
39271 98186 62.5010
48652 90908 62.5330
89552 42988 62.6290
95526 2694 62.6490
118836 94952 62.6570
53889 82068 62.6680
79822 36570 62.6890
21749 56965 62.7270
89823 55894 62.7650
59678 86011 62.7650
78426 12314 62.7900
59496 58517 62.8030
16958 10564 62.8230
101754 102391 62.8590
61582 50299 62.8950
13117 16659 62.9160
14012 119510 62.9310
67997 91922 62.9780
13125 24655 62.9890
63893 70749 62.9900
79407 16722 62.9970
83479 86345 63.0900
115786 26425 63.0960
97856 17416 63.1760
87994 8114 63.1920
39246 39819 63.2240
125726 21687 63.2980
105107 15724 63.3060
30837 84457 63.3330
49910 63085 63.3790
24846 49873 63.3990
49664 99715 63.4200
107744 116859 63.4250
123708 24956 63.4540
88223 102951 63.5150
17535 47396 63.5200
97841 78159 63.5300
50552 33147 63.5410
7938 76067 63.5450
78811 30555 63.5710
50722 41237 63.5830
24858 31922 63.6070
55863 3105 63.6390
8984 19288 63.6750
111124 5468 63.7250
41874 77256 63.7430
18824 112022 63.7490
39929 15975 63.7660
96127 85645 63.8250
45236 123577 63.8350
10938 53493 63.8790
70738 16872 63.9020
62793 52418 63.9630
122698 78242 63.9740
98802 85479 63.9820
50656 61890 63.9840
57538 71978 64.0550
51244 78619 64.0620
51396 64906 64.0790
91337 42874 64.0880
95515 112011 64.1780
71287 117053 64.2080
61508 72570 64.2380
25312 74786 64.3690
107702 69170 64.3840
50738 68342 64.4610
7032 101469 64.4860
40431 71537 64.5040
32051 8830 64.5540
44276 108284 64.6110
123271 16678 64.6180
59686 59744 64.6690
50267 72907 64.7010
100184 88285 64.7570
53711 15641 64.7960
124438 9111 64.8070
4975 10220 64.8110
24771 122606 64.8320
111306 61202 64.8490
8079 104769 64.9150
13195 5056 64.9420
40051 65211 65.0140
40539 42908 65.0330
53788 86579 65.1390
37531 5256 65.1410
125854 121035 65.1770
79311 12916 65.2170
34561 55546 65.2670
77120 15769 65.3150
78655 38393 65.3590
108551 1383 65.3870
128731 100773 65.3990
32127 17265 65.5090
74497 71753 65.6260
75017 116302 65.6300
68083 70116 65.6320
66950 9744 65.6340
9485 31044 65.6470
30445 64656 65.7130
41392 89235 65.7230
49135 77398 65.7590
23502 7786 65.7780
91951 82619 65.7810
36930 102560 65.7940
92599 35277 65.8460
80349 124974 65.8570
42373 70305 65.9320
13013 111567 65.9530
32988 6092 65.9550
85188 15822 66.0530
69459 62043 66.1100
82435 86684 66.2390
921 73158 66.2430
124705 103621 66.2530
41234 33262 66.2830
14867 122346 66.3620
106333 100755 66.3620
94412 59179 66.3660
128777 78019 66.3720
69763 94471 66.3950
71548 68436 66.4130
26770 45612 66.4660
38529 108106 66.5220
121262 52336 66.5750
19775 49551 66.6740
38902 47544 66.7090
36614 123353 66.7200
118531 43854 66.7850
119815 42159 66.8010
18638 39416 66.8830
37471 51895 66.9080
1333 100943 67.0430
37785 115411 67.0740
5366 38836 67.0900
7242 70873 67.1500
3825 72303 67.1840
85130 78620 67.2070
66792 128524 67.2430
97694 13131 67.2690
50918 60378 67.2740
60338 21736 67.2800
68782 19840 67.3000
76243 98506 67.3320
53367 59861 67.3680
21357 81538 67.4100
72708 45511 67.4300
38242 26144 67.4520
16604 25573 67.4610
129202 20379 67.4960
86340 81989 67.5080
36655 31914 67.5380
106309 53637 67.5740
11354 37712 67.6000
14568 10969 67.6240
68977 36202 67.6290
51902 3665 67.6310
100245 109155 67.6600
57484 98052 67.7770
126937 121526 67.8380
39812 17912 67.8470
28982 57195 67.9360
67288 107674 67.9730
58413 66044 67.9740
40428 56771 68.0730
101936 33878 68.1110
3701 81003 68.1460
121490 106409 68.1530
16074 72410 68.1890
15498 108145 68.1910
116447 73337 68.3880
56171 114624 68.3940
57057 30647 68.3980
80174 120844 68.4000
66402 78476 68.4160
50453 70962 68.4310
21213 125492 68.4820
85697 28855 68.5260
98384 61846 68.5340
96126 61640 68.6420
17631 102017 68.6550
122395 3689 68.6800
25706 70183 68.6850
59942 292 68.7230
71849 112315 68.7470
19113 88487 68.7530
77733 117847 68.7570
118764 101165 68.8740
94171 88901 68.9110
76537 22683 68.9260
41428 9905 68.9540
195 105950 69.0080
40188 58262 69.0300
93059 74125 69.0910
116583 110729 69.1830
61419 122595 69.2190
24483 97906 69.2260
38946 45948 69.2280
98180 73642 69.2540
5411 128146 69.2820
85144 54051 69.2940
58361 94106 69.3170
24408 45391 69.3240
71836 87027 69.3820
36470 27727 69.3850
75271 109364 69.4110
35641 122855 69.4150
46658 24521 69.4190
83818 39969 69.5310
22519 96240 69.5630
14657 15287 69.6030
119743 13938 69.6210
117181 49987 69.6440
85717 65936 69.7420
59384 82804 69.7440
111639 68553 69.7500
75073 116992 69.7980
86384 102564 69.8290
79434 14266 69.8340
40927 14478 69.8360
14914 114133 69.8880
85948 63626 69.9410
10670 94645 70.0040
78365 126789 70.0290
57842 29645 70.1070
64627 31290 70.1530
107617 85824 70.1720
105594 67293 70.2090
18469 66889 70.2200
29620 42103 70.2420
57046 53266 70.2710
124615 51686 70.2930
87697 47988 70.3800
29167 3659 70.4030
66304 51421 70.4860
123226 62896 70.5220
14443 111458 70.5490
87843 97188 70.5770
86269 2976 70.5810
53097 59139 70.6010
47310 53222 70.6030
129073 91192 70.6090
94972 58208 70.6670
40330 106379 70.7050
119184 37207 70.7220
35995 19536 70.7310
37098 88939 70.8210
111518 88974 70.8400
42693 59521 70.8610
11602 62641 70.9030
31436 53260 70.9410
62112 37538 70.9480
27675 125600 71.0080
6392 9330 71.0150
